CITY,CITY AREA (PER KMSQ),date,MANAGEMENT_TYPE,TRAFFIC_VOLUME,SPEED,METRO TRIPS,BUS TRIPS,TOTAL PUBLIC TRANSPORT TRIP,AQI_mean,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,POPULATION DENSITY,Day_of_Week,Holiday_Flag,Season,congestion_index
MELBOURNE,9900,3/30/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78969,24373,103342,29.05307252,18,11.5,24.5,2.3,0,304.06,7.48,12.35,1008.29,0,3914.538179,4,0,Spring,1408.453526
MELBOURNE,9900,3/31/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78969,24373,103342,8.374777393,17.7,11.8,23.6,1.91,0,274.92,5.63,21.59,1008.73,0,3914.91449,5,0,Spring,1408.453526
MELBOURNE,9900,4/1/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,37.46065919,20.1,11.6,28.6,2.22,0,3.07,7.71,10.71,1006.11,0,3915.290801,6,0,Spring,1408.453526
MELBOURNE,9900,4/2/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,36.18946413,17.6,14.1,21.1,1.54,0,43.42,9.92,14.61,1012.22,0,3915.667112,0,0,Spring,1408.453526
MELBOURNE,9900,4/3/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,27.20493109,16.4,12.1,20.7,1.02,0,286.84,8.7,13.26,1009.19,0,3916.043423,1,0,Spring,1408.453526
MELBOURNE,9900,4/4/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,25.4360631,18.05,13,23.1,1.29,0,0.48,11.47,14.71,1017.39,0,3916.419734,2,0,Spring,1408.453526
MELBOURNE,9900,4/5/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,33.40183175,16.65,13.2,20.1,2.01,0,107,9.25,18.88,1019.33,0,3916.796045,3,0,Spring,1408.453526
MELBOURNE,9900,4/6/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,18.18085908,17.3,13.2,21.4,2.04,0,352.85,9.48,20.72,1012.07,0,3917.172356,4,0,Spring,1408.453526
MELBOURNE,9900,4/7/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,17.45604812,14.95,7.5,22.4,1.29,0,114.95,7.2,15.89,1019.25,0,3917.548667,5,0,Spring,1408.453526
MELBOURNE,9900,4/8/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,7.778736796,20.2,9.5,30.9,1.91,0,210.26,11.38,10.33,1018.36,0,3917.924978,6,0,Spring,1408.453526
MELBOURNE,9900,4/9/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,34.07240713,20.15,13.9,26.4,1.33,0,64.97,11.71,22.74,1008,0,3918.301288,0,0,Spring,1408.453526
MELBOURNE,9900,4/10/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,28.28993627,20.6,13.2,28,2.35,0,174.68,8.12,19.99,1011.78,0,3918.677599,1,0,Spring,1408.453526
MELBOURNE,9900,4/11/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,31.994574,22.95,17.6,28.3,1.73,0,206.37,8.18,15.42,1019.03,0,3919.05391,2,0,Spring,1408.453526
MELBOURNE,9900,4/12/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,36.60785922,21.4,14.2,28.6,1.58,0,10.78,11.95,19.39,1018.5,0,3919.430221,3,0,Spring,1408.453526
MELBOURNE,9900,4/13/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,40.56148954,18.4,10.6,26.2,1.81,0,295.17,6.93,14.93,1010.66,0,3919.806532,4,0,Spring,1408.453526
MELBOURNE,9900,4/14/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,8.112851993,14.3,12.7,15.9,1.29,0,173.59,8.68,11.66,1009.99,0,3920.182843,5,0,Spring,1408.453526
MELBOURNE,9900,4/15/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,37.24174108,14.4,8.9,19.9,2.2,0,315.45,5.23,15.72,1014.49,0,3920.559154,6,0,Spring,1408.453526
MELBOURNE,9900,4/16/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,23.11749851,18,13.7,22.3,2.01,0.1,319.77,7.99,10.68,1008.44,0,3920.935465,0,0,Spring,1408.453526
MELBOURNE,9900,4/17/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,25.53568642,14.4,11.7,17.1,1.48,0,86.37,8.38,24.37,1015.14,0,3921.311776,1,0,Spring,1408.453526
MELBOURNE,9900,4/18/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,38.63419327,13.65,3.2,24.1,2.36,0,292.18,7.97,17.48,1006.84,0,3921.688087,2,0,Spring,1408.453526
MELBOURNE,9900,4/19/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,25.92570886,15.95,8.8,23.1,1.96,0,278.13,10.45,15.48,1010.35,0,3922.064398,3,0,Spring,1408.453526
MELBOURNE,9900,4/20/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,2.822083878,14.1,6.5,21.7,1.08,0,244.31,11.08,13.33,1018.46,0,3922.440709,4,0,Spring,1408.453526
MELBOURNE,9900,4/21/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,6.307120601,17.7,10.8,24.6,1.39,0,137.97,7.13,22.57,1010.17,0,3922.81702,5,0,Spring,1408.453526
MELBOURNE,9900,4/22/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,0.570641737,15.85,9.1,22.6,1.33,0,196.84,8.21,24.75,1014.46,0,3923.193331,6,0,Spring,1408.453526
MELBOURNE,9900,4/23/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,16.47356891,19.8,10.8,28.8,2.02,0,276.03,7.1,21.28,1015.26,0,3923.569642,0,0,Spring,1408.453526
MELBOURNE,9900,4/24/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,26.54629598,18.3,12.2,24.4,1.32,0,32.51,7.21,13.96,1010.8,0,3923.945953,1,0,Spring,1408.453526
MELBOURNE,9900,4/25/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,1.546587954,18,15.5,20.5,2.43,0,253.15,11.69,13.86,1010.79,0,3924.322263,2,0,Spring,1408.453526
MELBOURNE,9900,4/26/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,25.50157844,14.5,10.2,18.8,1.12,0,124.2,10.4,19.03,1013.69,0,3924.698574,3,0,Spring,1408.453526
MELBOURNE,9900,4/27/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,18.22851123,13.45,9,17.9,2.36,0,30.21,8.26,23.66,1016.52,0,3925.074885,4,0,Spring,1408.453526
MELBOURNE,9900,4/28/2018,AI- MANAGEMENT SYSTEM,70310,41.6,64447,19891,84338,26.93708447,12.9,7.2,18.6,2.49,0,252.29,9.35,24.57,1009.06,0,3925.451196,5,0,Spring,1408.453526
MELBOURNE,9900,4/29/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,9.809196833,14.1,9.6,18.6,1.98,0,121.16,9.85,24.98,1009.87,0,3925.827507,6,0,Spring,1408.453526
MELBOURNE,9900,4/30/2018,AI- MANAGEMENT SYSTEM,70310,41.6,77336,23869,101205,4.883843069,14.7,8.8,20.6,1.86,0,32.99,10.47,24.42,1019.74,0,3926.203818,0,0,Spring,1408.453526
MELBOURNE,9900,5/1/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,26.16076135,14.5,5.1,23.9,1.64,0.1,70.17,7.19,20.65,1015.29,0,3926.580129,1,0,Spring,1408.453526
MELBOURNE,9900,5/2/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,1.180767773,18.15,12.9,23.4,1.83,0,129.57,6.27,16.06,1007.41,0,3926.95644,2,0,Spring,1408.453526
MELBOURNE,9900,5/3/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,3.187542657,19.45,14.7,24.2,1.41,0,231.33,7.43,22.98,1007.35,0,3927.332751,3,0,Spring,1408.453526
MELBOURNE,9900,5/4/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,12.62691447,13.75,10.5,17,2.28,0,235.79,10.74,23.85,1008.85,0,3927.709062,4,0,Spring,1408.453526
MELBOURNE,9900,5/5/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,31.50893113,15.9,10.6,21.2,2.32,0,292.04,6.12,17.28,1014.1,0,3928.085373,5,0,Spring,1408.453526
MELBOURNE,9900,5/6/2018,AI- MANAGEMENT SYSTEM,70310,41.6,85685,26446,112131,17.93252172,15.15,8.8,21.5,2.32,0,81.51,9.1,11.05,1013.73,0,3928.461684,6,0,Spring,1408.453526
MELBOURNE,9900,5/7/2018,AI- MANAGEMENT SYSTEM,70310,41.6,85685,26446,112131,19.31511458,15.25,11.3,19.2,1.58,0,289.86,10.85,11,1013.59,0,3928.837995,0,0,Spring,1408.453526
MELBOURNE,9900,5/8/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,22.03808182,15.4,12.2,18.6,2.44,0,216.39,8.97,23.36,1017.68,0,3929.214306,1,0,Spring,1408.453526
MELBOURNE,9900,5/9/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,20.28287323,12.65,6.8,18.5,1.81,0.1,27.63,10.21,16.12,1008.99,0,3929.590617,2,0,Spring,1408.453526
MELBOURNE,9900,5/10/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,14.16830272,10.35,7.8,12.9,1.42,0,201.96,5.74,13.29,1008.14,0,3929.966927,3,0,Spring,1408.453526
MELBOURNE,9900,5/11/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,33.43862059,10.3,6.5,14.1,1.5,0,205.71,5.3,15.64,1015.31,0,3930.343238,4,0,Spring,1408.453526
MELBOURNE,9900,5/12/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,25.18188083,13.5,10.5,16.5,1.32,0,324.66,9.9,22.27,1005.39,0,3930.719549,5,0,Spring,1408.453526
MELBOURNE,9900,5/13/2018,AI- MANAGEMENT SYSTEM,70310,41.6,85685,26446,112131,7.272936362,13.75,11.2,16.3,1.95,0,123.66,11.63,24.58,1012.86,0,3931.09586,6,0,Spring,1408.453526
MELBOURNE,9900,5/14/2018,AI- MANAGEMENT SYSTEM,70310,41.6,85685,26446,112131,24.38621071,10,4.7,15.3,1.45,0,133.34,9.3,22.44,1007.13,0,3931.472171,0,0,Spring,1408.453526
MELBOURNE,9900,5/15/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,2.268581487,11.15,7.8,14.5,1.44,0,56.77,11.41,15.92,1014.43,0,3931.848482,1,0,Spring,1408.453526
MELBOURNE,9900,5/16/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,1.331093569,10.9,7.8,14,1.07,0,53.31,9.55,20.66,1019.27,0,3932.224793,2,0,Spring,1408.453526
MELBOURNE,9900,5/17/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,2.251082326,11.9,9.6,14.2,1.4,0,245.99,8.55,15.72,1014.62,0,3932.601104,3,0,Spring,1408.453526
MELBOURNE,9900,5/18/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,36.53736804,14.8,11.3,18.3,1.58,0,112.38,9.65,23.46,1009.1,0,3932.977415,4,0,Spring,1408.453526
MELBOURNE,9900,5/19/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,9.987176263,11.95,8.4,15.5,1.76,0,209.65,7.17,23.83,1010.54,0,3933.353726,5,0,Spring,1408.453526
MELBOURNE,9900,5/20/2018,AI- MANAGEMENT SYSTEM,70310,41.6,85685,26446,112131,3.619165616,12.85,9.9,15.8,1.69,0,89.42,6.5,22.78,1005.47,0,3933.730037,6,0,Spring,1408.453526
MELBOURNE,9900,5/21/2018,AI- MANAGEMENT SYSTEM,70310,41.6,85685,26446,112131,31.89790089,13.4,10.9,15.9,2.22,0,211.91,11.03,17.56,1017.37,0,3934.106348,0,0,Spring,1408.453526
MELBOURNE,9900,5/22/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,37.90286733,14.15,12.1,16.2,1.25,0,193.58,10.89,10.57,1015.59,0,3934.482659,1,0,Spring,1408.453526
MELBOURNE,9900,5/23/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,32.60592893,12.7,10.9,14.5,1.23,0,186.07,8.59,23.91,1019.09,0,3934.85897,2,0,Spring,1408.453526
MELBOURNE,9900,5/24/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,10.75372909,13.8,11.7,15.9,1.29,0,85.06,10.66,20.09,1015.75,0,3935.235281,3,0,Spring,1408.453526
MELBOURNE,9900,5/25/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,15.39921045,12.75,9.2,16.3,1.64,0,83.37,7.3,20.39,1009.47,0,3935.611592,4,0,Spring,1408.453526
MELBOURNE,9900,5/26/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,8.037048155,11.4,3,19.8,1.66,0,44.46,10.53,21.56,1014.59,0,3935.987902,5,0,Spring,1408.453526
MELBOURNE,9900,5/27/2018,AI- MANAGEMENT SYSTEM,70310,41.6,85685,26446,112131,33.07748977,13.9,7.6,20.2,1.8,0,95.95,11.86,14.89,1007.47,0,3936.364213,6,0,Spring,1408.453526
MELBOURNE,9900,5/28/2018,AI- MANAGEMENT SYSTEM,70310,41.6,85685,26446,112131,12.49473342,16.9,13.6,20.2,1.71,0,229.14,8.7,12.23,1017.15,0,3936.740524,0,0,Spring,1408.453526
MELBOURNE,9900,5/29/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,13.44152016,14.85,12.2,17.5,2.07,0,164.6,6.36,18.51,1008.33,0,3937.116835,1,0,Spring,1408.453526
MELBOURNE,9900,5/30/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,29.78328073,10.5,5.9,15.1,2.37,0,276.74,9.52,17.51,1011.09,0,3937.493146,2,0,Spring,1408.453526
MELBOURNE,9900,5/31/2018,AI- MANAGEMENT SYSTEM,70310,41.6,71397,22036,93433,4.058740978,11.3,7.9,14.7,1.27,0,96.59,5.11,20.86,1006.33,0,3937.869457,3,0,Spring,1408.453526
MELBOURNE,9900,6/1/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,7.533710212,8.3,2.8,13.8,1.07,0,159.73,4.93,10.2,1000.93,0,3938.245768,4,0,Summer,1408.453526
MELBOURNE,9900,6/2/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,1.906075337,7.75,1.6,13.9,1.34,0,208.26,6.98,9.65,1000.99,0,3938.622079,5,0,Summer,1408.453526
MELBOURNE,9900,6/3/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78058,24092,102150,8.82154804,8.9,4.2,13.6,1.29,0,177.58,5.78,17.85,1004.06,0,3938.99839,6,0,Summer,1408.453526
MELBOURNE,9900,6/4/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78058,24092,102150,33.0087036,9.8,4.8,14.8,0,0,209.33,4.94,18.59,1008.79,0,3939.374701,0,0,Summer,1408.453526
MELBOURNE,9900,6/5/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,5.231432875,11.75,8.2,15.3,1.24,0,127.78,6.41,13.8,1003.91,0,3939.751012,1,0,Summer,1408.453526
MELBOURNE,9900,6/6/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,37.09972744,10.85,2.6,19.1,1.05,0,264.37,5.47,17.25,1003.62,0,3940.127323,2,0,Summer,1408.453526
MELBOURNE,9900,6/7/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,26.52953451,11.75,7.1,16.4,0,0,54.45,4.52,19.38,1001.47,0,3940.503634,3,0,Summer,1408.453526
MELBOURNE,9900,6/8/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,20.60686757,12.2,11.7,12.7,0,0,166.72,3.22,9.88,1005.45,0,3940.879945,4,0,Summer,1408.453526
MELBOURNE,9900,6/9/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,37.88373568,12.95,10.1,15.8,0,0,112.65,9.47,19.97,1001.38,0,3941.256256,5,0,Summer,1408.453526
MELBOURNE,9900,6/10/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78058,24092,102150,7.986914501,9.5,3.2,15.8,1.23,0,96.97,7.48,9.94,1006.44,0,3941.632567,6,0,Summer,1408.453526
MELBOURNE,9900,6/11/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78058,24092,102150,6.616200627,9.65,2.7,16.6,1.17,0,137.68,5.75,17.65,1013.09,0,3942.008877,0,0,Summer,1408.453526
MELBOURNE,9900,6/12/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,29.24012351,11.8,7.4,16.2,0,0,46.91,7.91,10.34,1003.35,0,3942.385188,1,0,Summer,1408.453526
MELBOURNE,9900,6/13/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,4.165693587,10.85,7.7,14,1.1,0,172.52,3.76,17.62,1009.7,0,3942.761499,2,0,Summer,1408.453526
MELBOURNE,9900,6/14/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,17.53080291,10.65,7.4,13.9,0,0,117.72,6.81,19.71,1004.11,0,3943.13781,3,0,Summer,1408.453526
MELBOURNE,9900,6/15/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,0.051770379,11.3,9,13.6,1.18,0,113.54,3.01,17.36,1004.57,0,3943.514121,4,0,Summer,1408.453526
MELBOURNE,9900,6/16/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,39.18865648,9.15,5.8,12.5,0,0,209.7,6.88,19.93,1005.88,0,3943.890432,5,0,Summer,1408.453526
MELBOURNE,9900,6/17/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78058,24092,102150,22.29837906,9.65,7.1,12.2,0,0,166.35,4.84,18.92,1005.26,0,3944.266743,6,0,Summer,1408.453526
MELBOURNE,9900,6/18/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78058,24092,102150,25.90741045,9.8,8.5,11.1,0,0,321.99,7.32,10.83,1006.07,0,3944.643054,0,0,Summer,1408.453526
MELBOURNE,9900,6/19/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,31.25222824,8.15,2.9,13.4,0,0,258.16,3.45,12.03,1005.77,0,3945.019365,1,0,Summer,1408.453526
MELBOURNE,9900,6/20/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,18.41349203,9.1,3.9,14.3,0,0,289.4,8.99,17.44,1014.83,0,3945.395676,2,0,Summer,1408.453526
MELBOURNE,9900,6/21/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,27.0502067,9.05,3.1,15,0,0,300.97,8.3,17.01,1009.91,0,3945.771987,3,0,Summer,1408.453526
MELBOURNE,9900,6/22/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,31.42600057,8,1.6,14.4,1.45,0,115.72,4.8,16.9,1014.51,0,3946.148298,4,0,Summer,1408.453526
MELBOURNE,9900,6/23/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,20.35354406,9.25,5.6,12.9,1.16,0,227.32,4.45,18.88,1009.84,0,3946.524609,5,0,Summer,1408.453526
MELBOURNE,9900,6/24/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78058,24092,102150,36.22764725,9.75,6.7,12.8,0,0,190.57,9.84,16.75,1001.89,0,3946.90092,6,0,Summer,1408.453526
MELBOURNE,9900,6/25/2018,AI- MANAGEMENT SYSTEM,70310,41.6,78058,24092,102150,25.18647912,9.75,7.1,12.4,1.03,0,274.9,4.12,16.33,1000.19,0,3947.277231,0,0,Summer,1408.453526
MELBOURNE,9900,6/26/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,16.62445572,11.25,8.1,14.4,1.41,0,42.69,5.69,9.47,1013.89,0,3947.653541,1,0,Summer,1408.453526
MELBOURNE,9900,6/27/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,12.3785791,8.3,4.8,11.8,1.19,0,351.57,7.55,16.97,1006.68,0,3948.029852,2,0,Summer,1408.453526
MELBOURNE,9900,6/28/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,3.222783511,6.5,3.2,9.8,1.44,0,157.62,7.18,13.52,1004.62,0,3948.406163,3,0,Summer,1408.453526
MELBOURNE,9900,6/29/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,9.860645139,8.55,5.1,12,1.33,0,3.17,4,14.33,1000.13,0,3948.782474,4,0,Summer,1408.453526
MELBOURNE,9900,6/30/2018,AI- MANAGEMENT SYSTEM,70310,41.6,65043,20075,85118,8.108473412,11.75,8.7,14.8,0,0,23.82,7.85,9.46,1000.7,0,3949.158785,5,0,Summer,1408.453526
MELBOURNE,9900,7/1/2018,AI- MANAGEMENT SYSTEM,70310,41.6,79863,24649,104512,19.98106227,8.75,2.6,14.9,0,0,350.89,3.05,13.97,1006.46,0,3949.535096,6,0,Summer,1408.453526
MELBOURNE,9900,7/2/2018,AI- MANAGEMENT SYSTEM,70310,41.6,79863,24649,104512,28.14876084,6.8,-0.1,13.7,1.27,0,12.51,5.79,8.28,1006.44,0,3949.911407,0,0,Summer,1408.453526
MELBOURNE,9900,7/3/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,25.07909488,8.9,4.2,13.6,1.06,0,142.95,7.71,16.2,1009.84,0,3950.287718,1,0,Summer,1408.453526
MELBOURNE,9900,7/4/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,32.16857364,12.85,9.5,16.2,0,0,96.38,7.76,10.85,1003.43,0,3950.664029,2,0,Summer,1408.453526
MELBOURNE,9900,7/5/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,3.335225622,14.35,10.8,17.9,1,0,1.7,3.58,9.24,1002.46,0,3951.04034,3,0,Summer,1408.453526
MELBOURNE,9900,7/6/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,19.8272979,12.8,11.1,14.5,0,0,117.92,4.03,16.95,1013.81,0,3951.416651,4,0,Summer,1408.453526
MELBOURNE,9900,7/7/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,24.47154539,10.25,8.1,12.4,1.41,0,324.85,5.93,13.9,1000.93,0,3951.792962,5,0,Summer,1408.453526
MELBOURNE,9900,7/8/2018,AI- MANAGEMENT SYSTEM,70310,41.6,79863,24649,104512,9.79277854,11.25,8.3,14.2,1.24,0,107.11,6.3,8.63,1000.4,0,3952.169273,6,0,Summer,1408.453526
MELBOURNE,9900,7/9/2018,AI- MANAGEMENT SYSTEM,70310,41.6,79863,24649,104512,31.88004239,11.2,8.4,14,0,0,77,6.41,19.01,1007.36,0,3952.545584,0,0,Summer,1408.453526
MELBOURNE,9900,7/10/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,30.80295609,9.05,7.3,10.8,1.33,0,340.91,5.71,19.72,1002.68,0,3952.921895,1,0,Summer,1408.453526
MELBOURNE,9900,7/11/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,5.7258123,8.5,5.9,11.1,0,0,52.71,6.46,13.61,1008.01,0,3953.298206,2,0,Summer,1408.453526
MELBOURNE,9900,7/12/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,36.73647031,6.95,1.7,12.2,0,0,131.92,8.99,12.75,1002.92,0,3953.674516,3,0,Summer,1408.453526
MELBOURNE,9900,7/13/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,12.46456031,9.05,4.4,13.7,1.09,0,45.99,5.25,16.68,1004.07,0,3954.050827,4,0,Summer,1408.453526
MELBOURNE,9900,7/14/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,28.89009911,8.25,1.9,14.6,0,0,246.68,9.37,13.75,1009.5,0,3954.427138,5,0,Summer,1408.453526
MELBOURNE,9900,7/15/2018,AI- MANAGEMENT SYSTEM,70310,41.6,79863,24649,104512,22.61022994,9.1,5.4,12.8,0,0,196.15,5.58,9.17,1004.28,0,3954.803449,6,0,Summer,1408.453526
MELBOURNE,9900,7/16/2018,AI- MANAGEMENT SYSTEM,70310,41.6,79863,24649,104512,21.28501707,9.7,6.7,12.7,1,0,263.57,6.26,12.98,1013.53,0,3955.17976,0,0,Summer,1408.453526
MELBOURNE,9900,7/17/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,28.59824887,12.05,7.7,16.4,1.17,0,250.1,4.24,11.06,1003.11,0,3955.556071,1,0,Summer,1408.453526
MELBOURNE,9900,7/18/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,39.62268377,10.35,6.2,14.5,0,0,225.47,7.92,17.87,1010.31,0,3955.932382,2,0,Summer,1408.453526
MELBOURNE,9900,7/19/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,37.8354032,12.4,8.2,16.6,0,0,313.34,4.88,16.68,1008.54,0,3956.308693,3,0,Summer,1408.453526
MELBOURNE,9900,7/20/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,32.61009094,9.3,6.3,12.3,1.13,0,166.66,6.26,15.01,1005.54,0,3956.685004,4,0,Summer,1408.453526
MELBOURNE,9900,7/21/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,28.63563149,9.15,5.2,13.1,1.49,0,50.67,5.99,16.45,1007.37,0,3957.061315,5,0,Summer,1408.453526
MELBOURNE,9900,7/22/2018,AI- MANAGEMENT SYSTEM,70310,41.6,79863,24649,104512,8.383664964,10.5,7.1,13.9,0,0,152.62,5.85,13.26,1005.19,0,3957.437626,6,0,Summer,1408.453526
MELBOURNE,9900,7/23/2018,AI- MANAGEMENT SYSTEM,70310,41.6,79863,24649,104512,26.94475234,10.05,7.2,12.9,1.27,0,313.8,8.59,14.19,1008.68,0,3957.813937,0,0,Summer,1408.453526
MELBOURNE,9900,7/24/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,14.08924965,11.45,7.5,15.4,1.09,0,222.17,5.72,19.3,1014.8,0,3958.190248,1,0,Summer,1408.453526
MELBOURNE,9900,7/25/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,12.63279027,11,6.3,15.7,1.06,0,344.92,7.89,14.24,1007.3,0,3958.566559,2,0,Summer,1408.453526
MELBOURNE,9900,7/26/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,11.12193508,10.35,6,14.7,1.04,0,187.04,4.03,10.41,1011.64,0,3958.94287,3,0,Summer,1408.453526
MELBOURNE,9900,7/27/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,2.624948691,13.45,8.4,18.5,0,0,221.35,3.58,17.28,1000.16,0,3959.319181,4,0,Summer,1408.453526
MELBOURNE,9900,7/28/2018,AI- MANAGEMENT SYSTEM,70310,41.6,66553,20541,87094,10.97604718,13.05,8.6,17.5,1.4,0,40.43,5.39,11.33,1011.39,0,3959.695491,5,0,Summer,1408.453526
